crop,soil_type,nitrogen_min,nitrogen_max,phosphorus_min,phosphorus_max,potassium_min,potassium_max,ph_min,ph_max,temp_min,temp_max,humidity_min,humidity_max,rain_min,rain_max,moisture_min,moisture_max,season
Lemon Grass,red_laterite,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Vetiver,sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,50.0,60.0,1000.0,1500.0,40.0,50.0,year-round
Citronella,sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.8,6.5,20.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year-round
Patchouli,loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year-round
Senna,sandy,40.0,50.0,20.0,30.0,20.0,30.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,kharif
Periwinkle,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Coleus,sandy_loam,30.0,40.0,40.0,50.0,40.0,50.0,5.5,7.0,20.0,30.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Teak,loamy,50.0,70.0,20.0,30.0,30.0,40.0,6.5,7.5,25.0,35.0,60.0,80.0,1200.0,2000.0,40.0,50.0,long_term
Neem,sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.2,7.0,25.0,40.0,40.0,60.0,400.0,1000.0,30.0,40.0,long_term
Eucalyptus,sandy_loam,50.0,70.0,30.0,40.0,30.0,40.0,5.5,6.5,20.0,35.0,50.0,60.0,800.0,1200.0,40.0,50.0,long_term
Bamboo,loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.0,6.5,20.0,35.0,60.0,80.0,1200.0,2500.0,50.0,60.0,long_term
Sandalwood,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,60.0,600.0,1200.0,30.0,40.0,long_term
Casuarina,sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Silver Oak,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,6.5,15.0,25.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Subabul,sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,long_term
Melia Dubia,red_laterite,40.0,50.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Tamarind,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.5,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Banyan,clay_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Peepal,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Red Sanders,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,50.0,500.0,1000.0,20.0,30.0,long_term
Rosewood,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.0,20.0,35.0,60.0,80.0,1000.0,2500.0,40.0,50.0,long_term
Mahogany,clay_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.5,20.0,30.0,60.0,80.0,1500.0,2500.0,50.0,60.0,long_term
Napier Grass,loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year-round
Lucerne,loamy,20.0,30.0,80.0,100.0,40.0,60.0,6.5,7.5,15.0,25.0,40.0,60.0,500.0,800.0,40.0,50.0,rabi
Berseem,clay,20.0,30.0,60.0,80.0,30.0,40.0,6.5,8.0,15.0,25.0,50.0,60.0,400.0,600.0,50.0,60.0,rabi
Guinea Grass,sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,60.0,70.0,800.0,1200.0,50.0,60.0,year-round
Broccoli,loamy,120.0,150.0,60.0,80.0,60.0,80.0,6.0,6.8,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Lettuce,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,500.0,60.0,70.0,rabi
Celery,peaty,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,20.0,70.0,80.0,600.0,800.0,70.0,80.0,rabi
Asparagus,sandy_loam,80.0,100.0,40.0,60.0,60.0,80.0,6.5,7.5,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,spring
Leek,loamy,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,700.0,60.0,70.0,rabi
Pea (Green),loamy,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.5,15.0,20.0,50.0,60.0,400.0,600.0,40.0,50.0,rabi
French Bean,loamy,40.0,50.0,60.0,80.0,40.0,50.0,5.5,6.5,15.0,25.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif_rabi
Broad Bean,clay_loam,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,800.0,50.0,60.0,rabi
Cluster Bean,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,7.0,8.0,25.0,35.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif
Drumstick,sandy_loam,50.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,year-round
Ivy Gourd,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,6.5,25.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,year-round
Pointed Gourd,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,sum_rainy
Little Gourd,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum_rainy
Curry Banana,clay_loam,150.0,200.0,40.0,50.0,200.0,250.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year-round
Plantain,clay_loam,150.0,200.0,40.0,50.0,200.0,250.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year-round
Rose Apple,clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,70.0,80.0,1500.0,2500.0,60.0,70.0,summer
Bael,sandy_loam,50.0,60.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,800.0,30.0,40.0,summer
Jamun,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,summer
Phalsa,sandy_loam,50.0,60.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,40.0,40.0,60.0,500.0,800.0,30.0,40.0,summer
Karonda,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,30.0,50.0,300.0,600.0,20.0,30.0,summer
Passion Fruit,loamy,100.0,120.0,50.0,60.0,100.0,120.0,6.0,6.5,20.0,30.0,60.0,80.0,1000.0,2000.0,50.0,60.0,year-round
Macadamia,loamy,100.0,150.0,50.0,100.0,100.0,150.0,5.0,6.5,15.0,25.0,50.0,70.0,1000.0,2000.0,40.0,50.0,winter
Vanilla,loamy,50.0,75.0,30.0,40.0,50.0,75.0,6.0,7.0,25.0,30.0,80.0,90.0,2000.0,3000.0,70.0,80.0,year-round
Apple,clay_loam,100.0,150.0,50.0,75.0,100.0,150.0,5.8,6.5,15.0,24.0,60.0,70.0,1000.0,1500.0,50.0,60.0,summer
Pear,loamy,100.0,150.0,50.0,75.0,100.0,150.0,6.0,7.0,15.0,25.0,60.0,70.0,1000.0,1200.0,50.0,60.0,summer
Plum,sandy_loam,80.0,100.0,40.0,50.0,80.0,100.0,5.5,6.5,15.0,25.0,50.0,60.0,800.0,1200.0,50.0,60.0,summer
Peach,loamy,80.0,100.0,40.0,50.0,80.0,100.0,6.0,6.5,15.0,28.0,50.0,60.0,800.0,1200.0,50.0,60.0,summer
Strawberry,sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,5.5,6.5,15.0,25.0,60.0,80.0,800.0,1200.0,60.0,70.0,summer
Mulberry,loamy,150.0,200.0,50.0,70.0,50.0,70.0,6.5,7.0,20.0,30.0,60.0,80.0,600.0,1000.0,50.0,60.0,year-round
Arrowroot,sandy_loam,40.0,50.0,30.0,40.0,60.0,80.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Yam,loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Lesser Yam,sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,25.0,32.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Chinese Potato,sandy,40.0,60.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,kharif
Chow Chow,loamy,80.0,100.0,40.0,60.0,60.0,80.0,5.5,6.5,15.0,25.0,70.0,80.0,1000.0,1500.0,60.0,70.0,perennial
Knol Khol,clay,80.0,100.0,50.0,60.0,50.0,60.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,700.0,50.0,60.0,rabi
Butter Beans,loamy,20.0,30.0,40.0,60.0,30.0,40.0,5.5,6.5,15.0,25.0,60.0,70.0,600.0,800.0,50.0,60.0,rabi
Broad Bean,clay_loam,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,70.0,600.0,900.0,50.0,60.0,kharif_rabi
Lablab,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,60.0,500.0,800.0,40.0,50.0,kharif
Sword Bean,sandy_loam,10.0,20.0,30.0,40.0,20.0,30.0,5.5,7.5,25.0,35.0,50.0,60.0,600.0,1000.0,40.0,50.0,kharif
Velvet Bean,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,5.5,7.0,25.0,35.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Winged Bean,loamy,20.0,30.0,40.0,50.0,30.0,40.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Yardlong Bean,sandy,20.0,30.0,40.0,50.0,20.0,30.0,5.5,7.5,25.0,35.0,60.0,70.0,600.0,1000.0,50.0,60.0,kharif_zaid
Sponge Gourd,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.5,7.0,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif_zaid
Teasel Gourd,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Amaranth,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year-round
Amaranth,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year-round
Amaranth,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year-round
Amaranth,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year-round
Alternanthera,clay_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,80.0,600.0,1000.0,60.0,80.0,year-round
Black Nightshade,loamy,50.0,60.0,30.0,40.0,30.0,40.0,6.0,7.0,25.0,35.0,50.0,70.0,500.0,800.0,50.0,60.0,year-round
Centella,loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,70.0,90.0,1000.0,2000.0,70.0,90.0,year-round
Roselle,sandy_loam,40.0,60.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Fenugreek Leaf,clay,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,300.0,400.0,40.0,50.0,rabi
Malabar Spinach,loamy,60.0,80.0,30.0,40.0,40.0,50.0,6.0,7.0,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif_zaid
Hummingbird Tree,loamy,20.0,30.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1500.0,50.0,60.0,year-round
Drumstick Leaf,sandy,50.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,year-round
Balloon Vine,sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,800.0,40.0,50.0,kharif
Climbing Brinjal,sandy_loam,40.0,50.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,800.0,40.0,50.0,perennial
False Daisy,clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,80.0,year-round
Veldt Grape,sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,40.0,40.0,50.0,300.0,600.0,20.0,30.0,year-round
Gale of Wind,sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,kharif
Indian Borage,loamy,40.0,50.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1200.0,50.0,60.0,year-round
Sweet Basil,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
Oleander,sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,year-round
Crape Jasmine,loamy,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,60.0,80.0,800.0,1500.0,50.0,60.0,year-round
Arabian Jasmine,sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year-round
Royal Jasmine,sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year-round
Hibiscus,loamy,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year-round
Screwpine,sandy,40.0,50.0,20.0,30.0,40.0,50.0,6.5,8.0,25.0,35.0,70.0,90.0,1500.0,2500.0,60.0,80.0,year-round
Champak,clay_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,50.0,60.0,year-round
Spanish Cherry,loamy,40.0,60.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1500.0,40.0,50.0,year-round
Lotus,silty,50.0,70.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,80.0,100.0,600.0,1000.0,100.0,100.0,year-round
Water Lily,peaty,50.0,70.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,80.0,100.0,600.0,1000.0,100.0,100.0,year-round
Andrographis,red_laterite,20.0,30.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Sweet Flag,clay_loam,40.0,50.0,30.0,40.0,30.0,40.0,5.5,7.0,20.0,30.0,80.0,90.0,1500.0,2500.0,80.0,90.0,kharif
Periwinkle,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Snakeroot,loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,kharif
Datura,sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,40.0,60.0,400.0,800.0,30.0,40.0,kharif
Tanner's Cassia,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.0,25.0,40.0,30.0,50.0,300.0,600.0,20.0,30.0,year-round
Acalypha,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,kharif
Chaff Flower,sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.0,25.0,35.0,40.0,60.0,400.0,800.0,30.0,40.0,kharif
Crown Flower,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.5,25.0,45.0,30.0,50.0,200.0,600.0,20.0,30.0,year-round
Malabar Nut,sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1200.0,40.0,50.0,year-round
Moonseed,red_laterite,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year-round
Sarsaparilla,sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,year-round
Vetiver,sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,50.0,60.0,1000.0,1500.0,40.0,50.0,year-round
Indian Gooseberry,clay,50.0,70.0,30.0,40.0,40.0,50.0,6.5,8.0,25.0,35.0,40.0,50.0,600.0,800.0,30.0,40.0,winter
Chebulic Myrob.,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1000.0,30.0,40.0,summer
Beleric Myrob.,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,winter
Soapnut,red_laterite,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,winter
Shikakai,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.0,20.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,winter
Nut Grass,clay_loam,50.0,70.0,40.0,50.0,40.0,50.0,5.5,7.5,25.0,35.0,70.0,90.0,1000.0,2000.0,70.0,90.0,year-round
Bermuda Grass,sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.5,25.0,40.0,40.0,70.0,400.0,1000.0,30.0,50.0,year-round
Portia Tree,sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.5,8.5,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Indian Beech,sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,long_term
Silk Cotton,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Palmyra Palm,sandy,10.0,20.0,10.0,20.0,20.0,30.0,6.5,8.5,25.0,45.0,40.0,70.0,400.0,1000.0,20.0,40.0,long_term
Wild Date Palm,sandy,10.0,20.0,10.0,20.0,20.0,30.0,6.0,8.0,25.0,40.0,40.0,60.0,400.0,800.0,20.0,40.0,long_term
Jackfruit Wood,clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1500.0,2000.0,50.0,60.0,long_term
Banyan,clay_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Sacred Fig,clay_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Indian Ash Tree,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Mast Tree,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Tamarind Wood,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.5,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Indian Elm,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Arjun Tree,clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Jamun Wood,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Mango Wood,red_laterite,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.5,25.0,35.0,50.0,80.0,700.0,2500.0,40.0,50.0,long_term
White Marudah,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,40.0,50.0,long_term
Flame of Forest,sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,500.0,1200.0,30.0,40.0,long_term
Coral Tree,loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Red Sandalwood,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,50.0,500.0,1000.0,20.0,30.0,long_term
Rosewood,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.0,20.0,35.0,60.0,80.0,1000.0,2500.0,40.0,50.0,long_term
Teak,clay_loam,50.0,70.0,20.0,30.0,30.0,40.0,6.5,7.5,25.0,35.0,60.0,80.0,1200.0,2000.0,40.0,50.0,long_term
Sandalwood,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,60.0,600.0,1200.0,30.0,40.0,long_term
Babul,clay,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.5,25.0,45.0,30.0,50.0,300.0,800.0,20.0,30.0,long_term
Prosopis,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.5,9.0,25.0,45.0,30.0,50.0,200.0,800.0,10.0,30.0,invasive
Casuarina,sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Eucalyptus,sandy_loam,50.0,70.0,30.0,40.0,30.0,40.0,5.5,6.5,20.0,35.0,50.0,60.0,800.0,1200.0,40.0,50.0,long_term
Bamboo,loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.0,6.5,20.0,35.0,60.0,80.0,1200.0,2500.0,50.0,60.0,long_term
Rattan Cane,peaty,30.0,40.0,20.0,30.0,20.0,30.0,5.5,6.5,25.0,35.0,70.0,90.0,2000.0,3000.0,70.0,90.0,long_term
Agave,sandy,20.0,30.0,10.0,20.0,20.0,30.0,6.0,8.0,25.0,40.0,30.0,50.0,300.0,800.0,20.0,30.0,year-round
Aloe Vera,sandy,40.0,50.0,40.0,50.0,40.0,50.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,year-round
Canna,sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year-round
Maranta,loamy,40.0,60.0,30.0,40.0,50.0,60.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Vanilla,loamy,50.0,75.0,30.0,40.0,50.0,75.0,6.0,7.0,25.0,30.0,80.0,90.0,2000.0,3000.0,70.0,80.0,year-round
Cocoa,clay_loam,100.0,120.0,40.0,50.0,100.0,120.0,6.0,7.0,25.0,30.0,80.0,90.0,1500.0,2000.0,70.0,80.0,year-round
Arecanut,red_laterite,100.0,150.0,40.0,60.0,100.0,150.0,5.5,7.0,20.0,30.0,70.0,80.0,2000.0,3000.0,60.0,70.0,year-round
Betel Vine,clay_loam,100.0,150.0,50.0,70.0,50.0,70.0,6.5,7.5,25.0,35.0,70.0,90.0,1500.0,2000.0,70.0,80.0,year-round
Black Pepper,red_laterite,100.0,120.0,40.0,50.0,120.0,140.0,5.5,6.5,20.0,30.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year-round
Long Pepper,loamy,80.0,100.0,40.0,50.0,80.0,100.0,6.0,7.0,25.0,35.0,70.0,90.0,1500.0,2500.0,60.0,70.0,year-round
Cardamom,peaty,75.0,100.0,75.0,100.0,150.0,200.0,5.0,6.5,15.0,25.0,75.0,90.0,1500.0,4000.0,70.0,80.0,year-round
Clove,black,200.0,250.0,200.0,250.0,400.0,500.0,5.5,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Nutmeg,clay_loam,200.0,250.0,100.0,150.0,200.0,250.0,6.0,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Mace,clay_loam,200.0,250.0,100.0,150.0,200.0,250.0,6.0,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Cinnamon,red_laterite,200.0,250.0,100.0,150.0,100.0,150.0,5.0,6.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Bay Leaf,loamy,100.0,150.0,50.0,75.0,50.0,75.0,6.0,7.0,20.0,30.0,60.0,80.0,1500.0,2000.0,50.0,60.0,year-round
Star Anise,peaty,80.0,100.0,40.0,50.0,60.0,80.0,5.5,6.5,15.0,25.0,70.0,90.0,1500.0,2500.0,60.0,70.0,year-round
Curry Leaf,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,50.0,60.0,year-round
Coriander,loamy,30.0,40.0,30.0,40.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,500.0,40.0,50.0,rabi
Mint Leaf,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,80.0,800.0,1000.0,60.0,70.0,year-round
Lemongrass,red_laterite,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Citronella,sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.8,6.5,20.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year-round
Palmarosa,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,50.0,60.0,year-round
Geranium,sandy_loam,100.0,120.0,40.0,50.0,60.0,80.0,6.0,7.0,15.0,25.0,60.0,80.0,1000.0,1500.0,50.0,60.0,hills_winter
